Review,Rating
"Great service delivered next day.
Very happy with phone.",1
"Great service from talktalk customer services, who tailored a package which was what I wanted ,and a great price , thanks Mohamed",1
"Easy to use website.
Prompt delivery and well wrapped product.
Have used several times now.",1
Good service quick delivery good tracking facility,1
"Went to currys in Derby, very good customer service explaining everything I needed to know about my purchase. Delivery arranged at the same time.
Delivery was on time and there were two engineers to fit it. Many thanks to Tom who left everything tidy when finished and showed me how to use item.",1
"Arrived quickly, installed easily and works well.",1
"Very rapid service, pleased, will use again.",1
Samir M was very helpful and explained to me in good detail to help me understand. Thanks so much Samir.,1
"Memory arrived quickly, worked straight away on building into laptop. For me exactly what I requred. Hassle free.",1
"So impressed with Envirophone. Great email support, they messaged me as soon as they received the phone I was selling and money was in my account the same day. Couldn't recommend highly enough",1
"Checked the Wex website to see if they had what I wanted - a particular Canon lens. They had several, the site giving full details of each one and its condition, with photographs. I made my choice and was able to purchase it that evening without any problems, the whole process taking less than two minutes. It was despatched the next morning with full tracking details and it arrived the following day. Very well packed and exactly as described. Faultless transaction from start to finish!",1
"Website is very simple to use and still provides every bit of information you need, fantastic tracking system that tells you what stage your build is at. Also fantastic build calculator which notified me that I didn't need the PSU I selected and selected one good enough for my build at a less price SAVING me money rather then other companies out there that will get their most from you",1
We bought this as a wedding gift as we already have one and it’s very good indeed. We have the stand up vacuum the hand held vacumn for the car and the hedge trimmer,1
an excellent service providing items which are not easily found elsewhere.,1
"I received only one response to my request for a quote but all good, and the job is now locked in.",1
"Easy to order, prompt fast delivery reasonable prices. Product as described, definitely recommend",1
"Great reduction on products, and very speedy delivery. Highly recommend",1
"Excellent customer service, friendly & efficient + great quality products.",1
Website displayed clear information on compatibility with different Dyson models. Good price and quick delivery. Tool fits my Dyson perfectly and cleans my hard floors.,1
First class got phone in 2 days says what it is.,1
"Simple part finder on website, reasonable price and option for next day delivery. Time slot given was adhered to exactly.",1
Great service. Prompt delivery of the parts their website correctly identified for the upgrade I required. Very impressed.,1
Website was easy to use and delivery perfectly managed,1
"Very good company easy to deal with and best price around, well done.",1
"Very fast service, kept updated about delivery by the courier",1
Brilliant speed of payment and communication,1
No problems from the point of placing order to delivery.Great communication from start to finish.Thank You.,1
The right tool at a good price. I was struggling to find a particular sized hole saw I needed to fit a bathroom catch in a pocket door. FFX had one in stock and inexpensive.,1
"The right part at a good price, delivered quickly. This is the second time I have used their service.",1
good advice from low key staff member at Harrogate store. Found the order site very helpful and kept informed on delivery.,1
"Easy online ordering, delivery next business day, competitive pricing.",1
"Easy to order product online, competitively priced with fast delivery.",1
"2nd PC ordered from PC Specialist. Very good service, PC arrived neatly packed and the day before Christmas. No complaints at all with the service.",1
"Thank you for putting my mind at rest Keira.I appreciate you explaining the situation. Very friendly staff.
Kind Regards.",1
Absolutely delighted with my purchase the quality is excellent. I would highly recommend your company,1
My experience with WEX was very good and item was as stated therefore I give it 5* rate but I must say that I was total disenchanted with there delivery service as it took 6 days to get here by first class post by Parcel Force.,1
"Magical experience 😉👍
Made order , got discount code ,
Free delivery 🚚...wow. .and came the next day basically . !
Great courier ( APC ) and fantastic service all round ..💯💥🏆🥇
Many Thanks Craig McAig 🙏",1
"Everything ok,delivery was spot on and all that was was great just as I expected.",1
The guy's in the carphone warehouse shop in gateshead team valley couldn't do a enough to help,1
"Amazingly quick delivery, great price, products exactly as described and in really good condition.
Very happy.",1
Always great service - product delivered promptly and well-packaged. Thank you!,1
"Do not buy a phone from Carphone Warehouse.
CW lost my phone after I took it in for a warranty repair on 9 September (yes, 7 weeks ago and the issue is still not resolved). Numerous visits, unanswered phone calls and emails later they have not said sorry and tell me they ""don't compensate for life"" (ie the stress, inconvenience and time that they have caused me for something that was in no way my fault). Apart from the ladies in the shop in Gravesend (who were understanding and helped as much as they could) the customer service has been awful.",0
Available for delivery and received exactly when advised. A very efficient service and friendly helpful delivery man 😀,1
"Great communication, speedy delivery
Definitely recommend their service :)",1
Kept upto date with every step highly recommend,1
"Please avoid this company at all costs & do not purchase from them or like many others you will be left angry & frustrated. I ordered an iPhone 11 at the start of December 2020 & then had to cancel the order, which I did within 24 hours. I was told my refund would be processed within 14 working days.
I contacted them in early January 2021 & was told due to Covid-19 they would not be able to provide my refund until 3rd February. It never happened, so I contacted them again & was told it would be by 3rd March...it never happened. I'm now awaiting a date of 30th April, but I know it won't be processed. I'm in the process of providing my bank with all the details so they can hopefully resolve this for me.",0
"Perfect, thanks. Garry J and Shaun F were really friendly. Brought the cooker right into the kitchen.
Took the old one away too.
Thank You.",1
Mazuma quoted me a fair price for my phone and paid me on the day they received it.,1
The website is clear and the buying process straightforward. Product was delivered promptly. The price was fair.,1
"Quick, easy, excellent quality!
Totally recommend.",1
This was my first purchase from Wex and I’ve been delighted with the service and support they’ve offered.,1
"I was originally told my tv would be returned to me within a week as it was a very simple repair job, ended up taking two months and every time I asked for an update someone told me they would look into it and never came back to me. Worst overall customer service experience I've ever had. There is even a guarantee of a replacement if the repair takes more than two weeks on your website which you refused to honour due to covid. If you're not going to honour it you've had months to remove it from your website. Absolute joke from start to finish would not recommend to anyone and would avoid using again at all costs.",0
Good price with very sppedy delivery. Excellent information about suitable RAM and instalation instructions.,1
"first class advice, first class goods, first class service",1
"There was an error with an order. Used the chat bot and got a full refund organised in 5 mins. Good customer service
Second order was perfect and just what I needed.",1
Great app. Good experience so far,1
"Really excellent customer service, product knowledge and willingness to help.",1
Easy ordering quick delivery excellent,1
"Always had my bill date as 23rd of every month since the start of my contract, I then received texts from them 2 month ago saying I would be charged late payment if I didnt pay by the 20th, I contacted them and they'd changed payment date without even asking or letting me know, I asked them to change it back and they said they had. Then last month I had the same thing saying I'd be charged late payment fee if it wasn't paid by the 5th so they had changed it again without my permission, I had to contact them again and they finally changed it back to 23rd like it had been for the last yeah and half but I have still been charged late payment fees. Had loads of problems from the start of this contract. As soon as my contracts up I will be changing networks, also the upgrade deals for existing customers are terrible much cheaper elsewhere",0
"So easy, saved me so much time using bark
All the traders contacted me
Great experience",1
Fantastic service. Quick dispatch and installation guide provided. Will be using them again. 🙂,1
Great experience dealing with Wex. Incredibly helpful staff.,1
"How can we make our service the worst on the market currently? 720p / 1 screen unless you pay a premium every month, and enough adverts to choke a horse.",0
Always great service from WEX. Speedy delivery and great website experience.,1
Bought a fridge freezer online from Hughes to be delivered on a specific day. Was given a time slot of 1730 to 1930. At 1731 on day of delivery the tracking updated to say “delivery unsuccessful”. Contacted delivery company to ask why and apparently route was cancelled as driver had reached maximum legal driving time. Why was my delivery scheduled for after this time?! Earliest date to rebook was 5 days later! Contacted Hughes as well and they gave excuses of “delivery date is an estimate” and “daylight hours are short”?!? Why schedule deliveries when they know they won’t meet them?! And also schedule them for when it’s too dark for them to work?! Also in the winter they must only be delivering between 10am and 3pm while it’s light enough if that is the case?! Won’t be ordering again.,0
"WOW! How friendly and helpful was Ravi and his assistant. Not only did they arrive on time, but they carried the freezer round to the back door ( as the front was blocked). They brought it inside and positioned it exactly where we wanted it. We wish all our delivery guys were as helpful as this. Thank you.",1
"🤩🤩🤩
New to the app but so far, so good",1
"I bought a Samsung phone on their website, when the phone was still under warranty it started to freeze a lot - so I took it to their shop to repair and after 2 long weeks the phone came back worse! After changing the motherboard on the handset they did something wrong and the device is not longer consider a safe device by google or samsung. So I am not allowed to do any payments on my phone or install any apps that demand a security process - even Netflix doesn't allow me to use it without the certification. Their only solution is to send it again to the same repair centre that did the wrong before. Even Samsung doesn't know how to fix their doing - and they told me how Carphone Warehouse is known for doing really bad repairs. I use my phone to work on daily basis and I have already lost almost a month of pay because of this mess and they refuse to replace the phone - only offer taking my phone for more two weeks of repair. How to trust them again?",0
"Excellent customer service, my first order arrived incorrect but after one email the order was redone and sent out free of charge.",1
Waste of time on phone over 2hours nothing didn't speak to anyone to arrange a visit by engineer Don't use this company,0
"Super quick and easy. I contacted TeamKnowhow when I broke my phone and my local Carphone Warehouse store had closed down.
I was on the phone for about 5 mins and the replacement phone was ordered for the next day.
The courier turned up and we swapped my old broken phone for the replacement phone.

Easy!",1
Straight forward ordering and excellent delivery - very impressed.,1
Absolutely disgusting company!!! Sold me an iPhone 7 last October after 1 month I had to send it back in as the signal kept going. Sent it got it back after 4 weeks. Again 3 weeks later I had to send it back to be repaired again! They told me they was substantial water damage to it and wanted me to pay £70!! Clearly this phone was damaged before we recieved it as my daughter only used it to walk to and from school!… I reluctantly paid the £70… 6 weeks later still no phone returned… they sent me an email stating the exact same thing and that I need to pay yet another £70!!… I refused and asked them to send my handset back as it was… this was the end of February 2021….. email after email of asking where my device was… the last bit of communication I had from them was July!!… it’s now December 2021 so 12 months after having my phone and they still have not returned it!!! Never ever will I buy from this site and I’ll make sure anyone I know doesn’t either!,0
"Ordered food at 7 pm and waited for an hour then a message popped up that food was delivered on time without delivery. We've contacted them through live chat and the only solution they could offer was a refund. By this time, it was already 8.30 pm and we only needed food, not a refund. The customer service assistant and the manager repeated the same excuse 100 times but had no desired to sort out the issue. Do not waste your time and use other options for delivery. This review took an extra few min of my precious time. Not happy at all.",0
so my first time with mobile phones direct didn’t start of so well….my application was successful and my phone was sent out..11/10/22 on the same day they recalled the phone back apparently 3 network didn’t connect and was told my application was to close..5 days after i received a letter from 3 welcoming me obviously they did connect my phone that i didn’t receive..after calling and emailing to see what was happening ANDY from customer services was the most amazing person ever and got quick onto my case and gave me the best news yesterday that finally my phone is on its way 😍 excellent customer service off this guy wish they was all like him! 5 stars just for you! and thank you once again,1
Samir M. was very helpful sorted out the details immediately 5star,1
"Wish I could give a sub-zero rating. The service was not only bad but straight up outrageous. BT advertised their Fibre 1 to be available in my flat and made me transfer my landline to them in order to place an order for the broadband service. Just for me to find out after the line had been transferred that I can only get the very basic package, on which the speed was 90% slower than the fibre connection? Called then three times inbetween but it seems like nobody knows there what they’re talking about. I raised the complaint and first it was automatically closed without even contacting me and could only resolve the issue by raising the complaint again? Absolutely horrible broadband service, astronomical prices, awful value and terrible customer service. Easily the worst company I’ve ever come across!!!",0
"I have been using Mr Memory for years. Never let you down, quality products, great advice and easy to use website. Top service.",1
Prompt efficient service and competitive prices. Repeat customer over several years.,1
Quick and easy delivery. No issues. Hairdryer fantastic. Will last 8 years like my last ghd hairdryer. Highly recommend 👍🏻,1
"Great app, very easy to use and understand and it’s very useful. Make it easter to be a brand ambassador. Love it",1
"If you’re considering using carphone warehouse to sign up to Virgin Broadband don’t bother! Arrangements were made for installation to take place but the engineers didn’t arrive and having waited in all day we later found out that it hadn’t been booked. Eventually managed to get it sorted by discussing directly with Virgin and all in all we were without WiFi and a phone for 3 weeks. Was promised compensation of £100 but have so far only received £50, despite numerous calls and visiting the store, and this going back to October!",0
Communication arrangements for delivery right up to driver calling to say he was there,1
"I would give no stars if possible.
Been without a broadband connection since 23/12/20 due to Now messing up my order.
Customer service is useless, still no idea when I will connected, life is too short for such bad service, use someone else...",0
"I ordered an item that said ""In store, collect today"". Great, I wanted it today and i'm off work so I ordered it. Order comes through: stock will be delivered to store on 25th (2 days from today). What? It said it was in Store collect today? Check website again, still says in stock in store collect today. So I contact the web chat person, webchat person (Yashika) lies to me, tells me it's in stock collect today. Ask her why does my email then say Wednesday 25? She says my payment has to be verified and cleared. I'm using a currys voucher for the entire amount.

Absolute kafkaesque shop that I will not go back to ever again now. Nothing ever in stock, webchat people lie to you. Website says in store and available, but for some reason my order will be delivered to the store 2 days from now? Absolute disgrace.",0
"Why is everyone at BT not capable of doing the job that they have been given.

Joe, please explain why restrictions have been placed on Tracy's Webex account???

Joe you said that our voice cloud service would be sorted out and you put Conor in charge of dealing with this.

Please explain why only 2 of the 3 users are working so far???? Why did you not follow up??????

Marjorie can you please explain why it is so difficult ton get what we pay for???? You are the customer service manager after all!

Marjorie please can you get your team of first graders to follow the email from Cisco and get the account for Tracy Francis working.

I'M TIRED OF HELPING ALL OF YOU TO FIGURE OUT HOW TO DO YOUR JOBS AND I WOULD LIKE TO ASK THE CHAIRMAN OF BT WHY I HAVE BEEN TASKED WITH THIS ADDITION ROLE?

I didn't sign up to this and there is a cost of my time which which I would like compensation for.

Peter",0
"The product was good but after I used it I found another comparable hose for less money than I paid you. The other product also included two jubilee clips and a water inlet hose. So your item, the quality was good but price was too high. Hence 3 stars.

eSpares refunded me some money on their price promise. This has reassured me that it is a company to warrant a better rating. I increase my review from 3 stars to five, thank you.",1
I’ve been struggling with a problem with my emails. I called BT and the last two staff I spoke to couldn’t have been more helpful and resolved the problem. It was a complicated issue and took time and patience. Many thanks,1
Absolutely amazing I placed an order to rent a phone got accepted yesterday and I received my phone today Absolutely quick process thank you,1
Recently bought a Sony Bluetooth turntable but had a problem with the set up. I took it back to the shop where Damien the manager took care of me. I said I wasn’t particularly happy with the product. Damien said no problem and recommended an Audio Technics replacement. More expensive but a vast improvement. Superb. Thank you.,1
"Great price with prompt delivery, excellent product and packaging.
Could not fault instructions on how to replace part.
I purchased a hot air pump for Bosch Ser 6 Slimline dishwasher.
I have used eSpares before and service continues to impress.",1
"Prompt , helpful and friendly service professionally run",1
"If I could give this company a zero out of 5 I would. Terrible service. Ordered a meal. Driver claims he called me, I called his number back that was listed on the site. He could not speak English. Sent message he left on my doorstep but never did. The driver lied, their customer chat line did not help. Kisha Mae disconnected me, so did Stacey Ann. Asked for a refund and they said it was a false delivery that I was not there when I was. Instructions of how to find us was listed in the special instructions section with my mobile number, but as the driver could not speak English he did not follow these. He claims he delivered and they are charging me. But I never got the meal. Terrible after care from there customer service team. They are charging me for a non delivered meal, no customer service. And a driver who does not read instruction and call the mobile number provided. I called the driver on his mobile he hung up on me and then removed his mobile so I could not see it. I will logging an official complaint tomorrow with their quality assurance team. But my advise to all those out there is never use deliveroo.",0
"I am as of right now, extremely frustrated and disappointment with the customer service from PC Specialist. Like many of the other bad 1-star reviews here, my problems seem to be eerily similar in substance.

I ordered a custom laptop on which it's first day of use had a technical problem with the RAM cards causing the screen to completely break. This is a 'known fault' I am told, and an easy fix to carry out myself which I was not prepared to do as it wouldn't be covered by warranty if something did go wrong.

I had to create an RMA and send it off which was a joke in itself as when the delivery driver pulled up on my drive I physically watched him lean across his van and took a picture of the house and then upload it saying there was no one in. The irony being that you could see me in the picture standing in the window and by the time I had got downstairs, the driver had gone. When I rang DPD they cited 'he's running late so cant come back to you and that's the reason you were missed out.' Obviously this was completely obscene.

This was meant to be my new work laptop so it was extremely annoying having to wait 2 weeks (when it eventually did get collected properly) for it to be returned to me, all the while using some old piece of tech that was absolutely awful (but at least it actually worked...) When it did return I used it for maybe 4 days and then the exact same problem happened again. The screen glitch.

Upon ringing the customer service number I get told 'The RAM must have been knocked in transit' Again, it's an easy fix to do it yourself BUT no we wont cover the warranty if you break it. I don't want to send it off again because as I mentioned previously, this is my work laptop and I have transferred all my work across to it and sending it off again would annoy not only me but also my company. I asked if they could send a technician out to do it, no, they don't do that. They said if I wasn't prepared to do the repair myself I would have to send it back in but I asked what would stop the exact same situation arising again when I got it back the next time? The answer is nothing, so I ask what is the point then?

I then decide I need to return this because there's obviously a problem with the build quality from this place even after having spent £1,800 on this laptop. Apparently I cant return it because it was ordered with a business card as it says in the T's and C's. Why? Why can't I return the faulty piece of equipment that you have supplied? Which I then gave you the chance to fix and it still haven't?

This all put's me in an extremely frustrating position and a completely horrible experience from when I first turned it on, right the way through to where I find myself now. Absolute shambles",0
Prompt delivery and parts were as hoped for,1
"Allegations
Told VM to end the contract for Feb 7th- They cut me off January 9th- since then no connection, Call center in Inda, got a formal complaint from the family- VM did the investigation and merely offered feedback to the agent. Also closed my account.
So we have a breach of contract and consequential losses. Also, the Subject Acess request was not Acknowledged so a complaint to the Information Commissioner's office. SO IT'S THE SMALL CLAIMS COURT. Beth and co your sound bites are laughable and meaningless, and so transparent. So my guidance to you bunch look at the Truspoilet site have a group think what is the common denominator??. A big hint it's not the customers",0
"I've been going to Richer Sounds for all my AV & home cinema needs for 20 years.

Partner's mum needed to upgrade her old LG TV so I suggested Richer Sounds instead of her usual big electrical retailer.

Excellent service as always, free sound bar included and we were even given a discount/refund as the TV price had dropped between the day we paid and the day we collected.

A very nice surprise and another reason why I'll always choose them first and recommend them to others. Cheers!",1
"Febuary 2021 I paid this company nearly…
Febuary 2021 I paid this company nearly £200 to repair my phone, was a simple screen repair, or so i thought. week later i receive an email saying phone cannot be repaired due to them not being able to source the parts ( its a 1 year old phone)!. the phone was returned to me.

2 weeks went by i heard nothing else, so I emailed them to ask where was my refund!. I heard nothing for over a week, they said that due too covid they were short on staff and that they would look into it!. Guess what..... yes you guessed it, I heard now't!!!

my last email was sent in march requesting an up date as to my refund they said i would be paid on or before May 13th 2021.........today is the 16th of May 2021 and still no refund.

DO NOT USE THIS COMPANY

I WOULD RATHER BANG ME WEDDING TACKLE REPEATEDLY IN THE POST OFFICE DOOR THAN USE THIS SHOWER AGAIN",0
Great experience with Envirofone. I got the original quoted price for my phone. The money was in my bank quickly & they kept me updated on the progress.,1
I have used Richer Sounds before for many purchases. They offer great prices on good products with fantastic service.,1
"I always like using HMV, they have a good range of Cd's and other music memorabilia, competitively priced and an efficient delivery time. Thanks.",1
"If I could rate 0 I would! Please save yourself time and don’t bother with talk talk. We went with them only to immediately have a fault. It took a month to resolve. Then 10 days later we had another fault and it is over a month later and this is not resolved. We have spent HOURS on the phone to talk talk and by their own admission we have been continuously lied to by agents. Their engineers have apparently been, left no notes and no one can tell us what’s going on. 10 days services in nearly 4 months is appalling. We have been promised refunds, compensation and the all important manager call back. We NEVER get a call back and we call in every other day for updates. I can never recommend talk talk. Please avoid and save yourself the stress and frustration.",0
"Today, Nihad dealt with the updating of my account and she did it in a very professional way, explaining everything very carefully and with some good suggestions. I am very impressed by the high caliber of Shell's employees",1
It’s very bad customer service I ask them to swap my sim took 6 days and old sim was blocked their internet as well bad,0
"Bought a TV this morning. Unpacked it to find the screen damaged. Returned it within half an hour but was refused a replacement or a refund because the packaging was in good condition. It was obviously damaged at the factory but they have to decide if that was the case.
So now I'm waiting 21 days to find out if Argos accepts responsibility. No TV and no £130.",0
"Competitive price, helpful sale representative, product arrived next day within time slot as promised with call beforehand advising they were on their way. Overall a good experience.",1
"Arrived on time , did an excellent job. Would recommend to anyone.",1
Great service. Items arrived as promised.,1
"Poor service.
Terrible company to use! avoid at all cost. will not give my PAC Code to me (after having the number 25 years) and trying to leave them after 4weeks of poor service.
network coverage is nowhere near like they advertise.

Customer service (non-existent) is useless.",0
"Reported my problem, engineer booking was booked in really quick and over christmas too",1
Item just a stated. Dispatched quickly,1
Great service great products great prices,1
Contractor brought it to my attention where an animal was trying to get into attic,1
"BT designed the cancellation process as inconvenient as possible.
Not available through website
Not available through chat
Partly available through the phone
But they try to sell you something even if you say you don’t need it",0
PS5 absolutely brilliant got one for the hubby at last! Brilliant company I’ve bought a few items can’t fault them THANK YOU,1
"Great prices, excellent service, helpful and friendly staff",1
"Easy to order, delivered on time well packed",1
Great support for a problem that was not even their fault. Everything is solved.,1
"Great calendars. Good, reliable service for my Christmas gifts year after year.",1
"Out of stock everywhere, but Marks had what I wanted and at a reasonable price. Well done.",1
Mazuma did exactly what it said it would. The process is easy. Just select your phone and spec. Say how good or bad it is and select post method and away you go. Think it took less than a week from visiting website to getting money in my account. Nice and easy,1
"I would 100% recomend pc specialist especially for people who are new to the world of pc's. The website is easy to use and when you are done configurating your build they tell you if it is all compatible and if you have some componenets that are unnecessarily powerful for the build so you do not waste any money components. The only complaint i would have is that it does take a long time to arrive (nearly a month), however I belive this is not down to pc specialist themselves but rather the fact that it is hard to get the parts at the moment. Also when the pc does arrive they send you an email on how to set it up so you do not make any mistakes. Amazing company for people purchasing their first pc.",1
ordered two calendars and am still waiting for delivery. been well over the estimated delivery date. you have resent it (apparently) but im still waiting for it to come. not buying from here again,0
"Very helpful staff , easy process over the phone to get what I want ordered and swift delivery !
Keep up the good work 😃",1
Item delivered quickly and well packaged. Condition as described.,1
"Easy to access, easy to choose what you would like, easy to order, orders arrive on time, sometimes even before, if there is a problem easy to solve, and very helpful in doing so",1
"I had a technical problem that caused my network to fail. I suspected the router.
I telephoned TalkTalk and got through within a minute. The auto answering directed me smoothly to the call centre who spent a considerable amount of time testing the line and equipment remotely whilst talking with me through the process.
The problem was the router and they said they would despatch a new one immediately. This arrived the following day at 11:00 delivered by Yodel",1
"Good price, very quick delivery. Item was well packaged.",1
This is the worst company I've ever had to deal with you can look at my previous complaints about there incompetentence. I've since changed broadband provider yippie😊 but I've tried about 6 times spent over 1 and a half hours onto these clowns trying to cancel my broadband even after numerous calls to these I'm still getting emails to contact them to cancel or else I'll be fined? No wonder why these are disliked so much absolute terrible company all round from there service to there scheduling nothing gets passed to the next person then you've to start all over again same process to do the one thing you've asked them to do. STEER WELL CLEAR OF THESE👎,0
This my 3rd contract with mobile direct never had any problem 👍,1
My order never arrived I have to wait another few days until I can request a refund,0
HAVE DEALT WITH THIS COMPANY FOR QUITE A WHILE AND THEY ARE ALWAYS GREAT,1
Item not delivered after three weeks. Rubbish,0
"Absolutely shocking company. Ordered 2 products on 25th November. Still awaiting dispatch. Says it would be with me between 5-10 days from order, when I call them they continuously say there is a slight delay, and refuse to let me cancel. They don’t respond to emails to the Customer Services even though it says I will get a reply within 2 days. I am in the process of disputing the order, but avoid this company like the plague.",0
"Great deal on my new Samsung s22, great service, super quick delivery, all in all 5 stars thankyou.",1
"All good, sent an item back because I had ordered the wrong thing. Refunded without a problem.",1
Great prices on tools very fast delivery as I’m a very busy decorator/ sprayer,1
Im so excited to be on this new journey! I a love this brand and would recommend it it everyone looking for amazing product,1
"Terrible instructions for SSD upgrade. Did not relate to make of SSD supplied. Not clear which clone software to use. Missing some sort of passcode if we use Acronis - normally supplied by the SSD manufacturer.
Sent screen shots of problem area and incorrect solution offered. Only solution offered was send it back if still a problem!! Sorted it out with help of chum. Value added by Mr Memory zero, and price was not good either. Sorry.",0
"Watching on a smart TV is terrible. The app crashes, buffers incessantly, displays a poor quality, and shows a blinding bright white screen while it's loading. Watching on PC is even worse. You can't stream directly from their website and are prompted to download the NOW TV Player instead. But if you want to watch something on the NOW TV Player you have to find it using the website! The constant back and forth is such an inefficiency and a waste of time. Definitely the worst streaming platform out there. Avoid avoid avoid.

Edit: They've now decided to run 30 second ads at the beginning of certain programmes even though you pay for the service. Less of a streaming platform and more of an online scam. Massive thumbs down.",0
"Haven't recieved the delivery, normally would be happy to wait but I cant even track the parcel :(",0
"Wouldn’t work on most of my devices and when I started a new account they reactivated my old account and charged my 4 times what I should have been!
Do not use!!!",0
"Fantastic service, easy to use website. Good response to my follow up query. Recommend checking them out.",1
Excellent service come within 2 days of ordering on 1 of the busiest time of the year..,1
"The photo print has thin lines at the bottom part of the picture, 7 photos are damaged. The company should have checked it first before sending the items ordered to thee customers.",0
If I could give zero stars I would. Ordered the GHD on 29th November and expected it within 3-5 days. It was not dispatched until 9th December which was frustrating but given the busy shopping period I was understanding. Hermes emailed to say they had the package and would deliver it. I then received an email from Hermes claiming it was delivered but it had not been. I tracked it and realised that it had not been signed for and it had been left in a “safe place” - given that my front door is on a busy Main Street I never ask for anything to be left in a safe place. Hermes then sent me a black picture as proof of delivery. I understand this is an issue with the courrier and not GHD however I have now complained to both Hermes and GHD and have received no response and still have no GHD despite paying for it 2.5 weeks ago.,0
"Great service, at a decent price",1
"Hi.
Perfect ! Great product at a fair. Good communications.
Arrived on time.
AAA+",1
The customer service is appalling they don't listen to anything you say and just pass you around to different departments. Finally get to complaint's and they are just as bad. if you want to leave them they make it so difficult. Wouldn't recommend them to anyone.,0
"Their business model relies on the fact that interactions take place remotely. The staff of an actual restaurant would never treat me with the contempt Deliveroo staff treated me after a three hour delay and cold food. This is a revolting, dishonest, contemptible, thieving, parasitic, disgusting organisation. I’ve deleted my account and will be glad to collect my food, and interact with real people in future. Scum.",0
"We wanted to use NowTV wifi for when we moved into our new house. It was due to be installed the day I moved in. Someone came to do it, drilled holes in the wall (so now we'll have to pay our landlord for the damage) and then just...left. Without coming back or telling us what was going on.

To add insult to injury, after this event, they told us they'd be back the following week to install everything. A bit annoying, but fine. The next week came and nobody showed. They sent a text to us saying they'd update us in three weeks. Not install it, just update us on when they would. Bearing in mind two of us work from home requiring an internet connection, this just wasn't feasible. My housemate informed NowTV of this and they told us they'd update us the following week. So we waited. The following week, they told us we'd have to wait several more weeks for another update. They never told us what the actual issue was or why it was taking so long to fix. We were kept in the dark about it even after explaining our situation. We grew tired of the rigmarole so we had to find a different wifi provider so we'd be able to get wifi sooner.

Essentially, I do not recommend NowTV for wifi in the slightest. I couldn't tell you what the wifi connection or speed is actually like, because I never actually used it. But the poor customer service and the drama with the installation was enough for us. I've never left a negative review before for anything, but this was just so frustrating I wanted others to be warned.",0
Excellent customer service from Harmony Carter. Nothing was too much trouble and sorted out my order calmly and professionally. Thank you and well done.,1
Great service yet again from HMV. CD arrived on release date despite a postal strike,1
