Review,Rating
Wanted a replacement Bosch dishwasher. The one I chose wasn’t cheaper at Currys but included the delivery charge so it came out cheapest overall. And Currys delivery times were much shorter too. Win win.,1
"Efficient and polite, got the job done quickly, would recommend",1
"Looking for an interesting application, I accidentally came across your application. To be honest, I am very delighted with it and I hope that with this application I will achieve success and I wish the same to everyone who uses it. It is really noteworthy😉",1
"Very quick delivery.
Battery was a very good nice.
Battery as described.
Will use again.",1
I ordered this item because of the great price. It was a bit of a gamble because there was no pictures or details about the particular item other than it being a grade B. On arrival I was over the moon. Item was in great condition. The piece missing out of the box that probably made it grade B instead of grade A I found somewhere else. In total much much cheaper than anywhere. We’ll done CEX,1
"As title. I was sent my preorder items immediately and have waited potentially since the 16th June release date.
On Friday 1st July the item finally arrived. I checked the box for damage and proceeded to open. I checked the receipt to make sure it was correct.
Then I proceeded to open the product to find out the wrong colour had been sent, despite receipt showing correct model! This not only did not match bought accessories, but due to receipt not matching would have nulled the warranty! How this happened has never been confirmed to me.
I immediately used live chat to get a return quest, and as of 9th July I am still awaiting any update after them receiving the product back several days ago.

I missed a huge Cardiff Food Festival event that I had planned to document with the new camera. All I got was a ""Sorry"". Not even a offer to preemptively send the correct one while still in stock!

Therefor I have decided for each week of delay, I shall remove one star and update this review.

*Update as of 20th July 2022*
This has truly been a curse to get hold of, but the latest issue is not Wex's fault. The delivery driver delivered to the wrong address. Wex has been nothing but helpful making calls, trying to interview the driver, and get some answers to what has been going on. I really cannot fault how helpful they have been despite the weird circumstances around this.
Yes I am still currently deviceless, and missed 2 major events, but they have promised to get this solved as soon as I can speak to my neighbours (who have been on holiday all week) to make sure they do/do not have it.",1
great service today for changing my smart meter,1
"An Excellent Firm to buy from,they keep in touch with you every step of the way. the only complaint is the length of the wait when you try to phone them.",1
"Sent iPhone XR Monday, got paid a fair price on Friday.
Good service 👍",1
"Great products, right price and prompt delivery, ideal.",1
"Background: I bought a Denon surround sound system 6 years ago (a really positive experience). However, the gentleman who sold the system upsold me an extended warranty (6 Year Chargeable Guarantee).

Normally, I never take an extended warranty, but the sales person wasn't pushy and explained that if I didn't use it I could come back and get my money back after 6 years. So rather sceptically I took the warranty and in an unusual fit of organisation put a reminder in a calendar and stored the receipt safely.

Fast forward 6 years and it's time to reclaim my warranty money. First I checked online as I cynically thought they might have removed this deal, but no it's still available. So I set off to the Sheffield store expecting this to be a complete nightmare to sort out (paperwork to fill in, all kinds of blockers to getting a refund).

I was wrong, I showed my receipt to the sales advisor (David I believe) within two minutes I had the cost refunded to my card.

I'm not sure why I thought this wouldn't be straightforward, every interaction I've ever had with Richer Sounds has been positive.

Thank you Richer Sounds, it's been a while since bought anything from you but it is great to see your customer service levels remain exceptionally high and when I'm next in the market for AV kit you will be my first port of call.",1
First time user of Mobile Phones Direct & very happy with service. I found a great deal for the phone I wanted (Samsung S22) and website was very straightforward to use. Completed my purchase on evening of 12Dec & phone arrived just after 12 noon next day.,1
"Easy to order, good tracking system, arrived in good condition and rapid delivery",1
Ordered a new Fuji XT-5 camera. A bit sceptical that it would arrive on the projected date but arrived bang on time. Easy smooth order processing and good communication throughout.,1
"Delivery was promp and as scheduled, delivery men took it into the dedicated room, washing machine is exactly as pictured and described",1
Very good service and good communication,1
"The service and ordering was straight forward, and delivery was on time, would highly recommend this company,",1
Great advice and support from the team and Chris (Manager) was exceptional in the advice and ensuring I got the right product.,1
"Great website, Good customer service,",1
"I have ordered over the last year 9 teeshirts and 2 water bottles and the quality is fantastic the first teeshirts have been washed about 40+ times and still look great, I use my own PNG photo files and the images are sharp.",1
"Brilliant service. Ordered a pre-built next day delivery gaming pc from PC specialists and they really were just that! Even while I was calling them frequently asking about updates on my order like an excited kid at Christmas the support line were extremely understanding and helpful. My PC arrived next day and was carefully packaged to avoid damage in transit and instructions on how to set it up were clear and easy. I hope not to buy another computer for a while but when I do it will certainly be with PC specialist again as they are, quite rightly, the specialists.",1
She was really helpful and sorted my query thank you so much,1
"Amazing service from start to finish!
I will definitely use these guys again.",1
"I did not receive confirmation of a direct debit review and because I was £400 in credit I rang to complain big time.
The young man 7th November advised me to change my tariff to variable. I was pleased with this and called in my credit.
The next day I rang again Lejla K
for confirmation of this by email.
She explained my new tariff to me and also by e mail.
Thank you.",1
Perfect from ordering to next day delivery,1
"Phone is as described, brilliant service thank you",1
The products I purchased were delivered promptly and were in as stated condition. I had a query with one of the items and customer services responded very quickly to my email and sorted it out to my satisfaction straight away.,1
Had what I needed for my camera at a good price and delivered the next day.,1
"Great prints, good price and quick service and easy to use",1
I throughly enjoyed choosing all my PC components on their website and thought their prices were reasonable. One I placed my order I eagerly awaited for my order to move through the categories ranging from pre-production and dispatched. My order did take a while on pre-production but I'm guessing that because of the component shortage at the moment. The customer service was also helpful as I had a few questions on different occasions and the were answered. The Pc was delivered by a courier so it arrived quickly. When my Pc arrived it was packed well and preformed exceptionally well. In conclusion Pcspecialist is a great alternative to building if your inexperienced like me or just lazy (also like me),1
"I never have problems with orders, deliveries or coriers with my Studio orders. As someone with extreme mobility issues I rely heavily on online shopping and Studio makes the experience easy and stress free.",1
"Very efficient, brilant customer service.
However, it should be there an option for ""Pristine Condition"" not only ""Good"" and ""Fair"". My Samsung was a Pristin condition phone and I got paid for a ""Good"" one. Till you mend this I won't be able to sell to you again. Thank you.",1
"Fast, good value and it works well. No more to say.",1
"Did not receive my electric bill for period 03/08 to 02/09 - contacted SE via messenger and could not have wished for better customer service I got from Kyle - within one hour, the missing bill had been loaded as a PDF and I was able to print it 2 days later - I have had problems with SE previously, including one trip to the Energy Ombudsman but, on this occasion, the customer service was first class.",1
"Delivered when promised, had to return one item booked on line for post office collection , easy to arrange did not have to pay for return.",1
"Love the app! I want to be a ambassador
And a influencer",1
"I have bought from WEX a couple of times and have always found the experience great. When I have phoned them, they respond quickly, courteously and answer my queries with good product knowledge. Orders are delivered promptly and well packaged. They let me know, via email when my orders are despatched, and they always arrive in perfect condition and as advertised. My recent experiences have taught me to trust WEX and I will definitely buy from them again.",1
"I've had many sets from fabletics now and all have been fab!
I'm 5ft9 and wear a size small. Both the regular and tall are great fit depending on how you like the length of your leggings to fit.
Amazing fabric and definitely squat proof.",1
"No issues with envirofone at all, money was paid as expected. Would definitely use again, prefer them to mazuma",1
They are so sweet! And reply very fast!,1
Order arrived promptly and correctly very easy process from start to finish,1
Quick delivery. Helpful instructions. My PC is now much faster after the upgrade from 4GB to 16GB memory.,1
"Very good competitive price, excellent delivery",1
Lovely product but the personalisation was a little small.,1
"Great prices, very quick delivery. I’ve already recommended them to friends. Good all round",1
I have been shopping with Wex for over 20 years and never been less than delighted with my purchases. It's MUCH easier via the internet - I was buying astronomy items via landline in the distant past. Their pre-owned stock are virtually indistinguishable from brand new and very competitively priced!,1
It was delivered as requested and we got the machine working again to plan.,1
"Excellent, seamless Customer Service !",1
"Quick and easy to order, good selection of options at great prices.",1
"Easy to order
Quick delivery
Friendly delivery",1
"Great product , fast delivery - happily use again",1
"Very good service and quick delivery by courier
Would use supplier again if parts required",1
"The whole service experience was very good from start to finish. The person on the phone I spoke to was very helpful and had good product knowledge.
I was kept informed about delivery and the two guys that delivered were clean tidy and helpful.
Well done 👍",1
Super fast sending out my order and fantastic after service and support to supply the right RAM for my pc.,1
Easy to use website. Great choice of products.,1
Snapfish created a photobook for my husband's birthday filled with precious memories. I am thrilled with the end result and grateful to Snapfish for putting together this special gift. Recommend their services.,1
Plugin Boutique always has great offers. Nice little touches like the wishlist where you can have items to purchase later and the virtual cash rewards. The site is well laid out and easy to navigate. Highly recommended.,1
"amazing service
hassle free
quick and efficient
fast delivery than expected
bought my second white appliance after my first delivery
thanks you",1
"Always helpful, delivery prompt",1
"First time buying a rig and got followed where i needed to with 0 issues. The new computer is incredible, childhood dream made :D",1
"This was my first experience of using Tayna.
My BMW bike had died on a trip earlier that day (Sunday, 7th Aug 22), fortunately started with jump leads from a friend’s bike.
Once home, we found my bike still had the original battery in from 2008 (I thought this had been replaced long ago at a routine service).
Two friends strongly recommended Motobatt.
A brief internet search gave very good reviews for Tayna in north Wales.
So I phoned, and was very impressed to be able to speak a real person, even though it was late Sunday afternoon.
My since apologies, not sure of his name (Ethan? Owen?).
He was exceptionally helpful & thorough.
He double and triple checked which Motobatt corresponded to my reg no & to my previous battery, and confirmed my own provisional research.
He also checked online the dimensions of the Motobatt battery Vs the old battery, to ensure dimensions were OK.
He profusely apologised that the delivery charges to Northern Ireland are now higher than to the rest of the UK (as a result of Brexit and the Northern Ireland Protocol) - not his fault at all, obviously, nor my fault either.
He explained that Tayna already absorb half of the £30 delivery charge to Northern Ireland anyway.
Battery arrived 3 days later.
I fitted it this week.
I am very impressed with the battery, & very very impressed with Tayna’s service and expert advice.
Sincere thanks.",1
"The driver /fitter were very helpful and nothing was to much trouble for them ,and will deal with you again in the future
Thank you",1
The item I ordered came really quickly even over Xmas and I watched the video on espares website to tell me how to fit it myself and i now have a non leaking washing machine!,1
"Excellent service, nothing to fault",1
"Was so made up that I was able to get an engineer out so quickly to my washing machine, a decision was made the day after and a replacement on the way. Brilliant service",1
Mazuma is so easy and straightforward and you receive payment very quickly. Would definitely recommend.,1
"Thank you so much to Nathan and the team at Nottingham Victoria centre branch for helping me pick the right phone, finding a deal that fit into my tight budget and setting up my new phone the same day. You all made the process a piece of cake and would happily recommend everyone to visit you. Truly five star service from beginning to end.",1
"Friendly, knowledgeable, reliable and competitive.",1
"Delivered right part, on time well packaged.",1
"Ordered a new computer Monitor on a Thursday, and it was delivered the next morning, in good condition.",1
"Lovely Canvasas done, a quick service .
Hoping to Oder some more before sale runs out",1
Easy buy. Very good prices. Easy plugin download. Very good service,1
"Consideration is based on speed of response, communication in terms of identifying the problem, positive resolution in shortest possible time.
The end to end process was customer friendly. Thank you Amanda.",1
Great product and easy to install. Computer now much faster.,1
"Easy to use app, and courteous, professional expertise from the engineer, Ryan from Wefix Liverpool, who repaired my washing machine.",1
I had the relief of dealing with an agent that knows her stuff and knows how to treat customers. A big thank you to AMELIA! You helped me so much and even though I was on the phone for almost 1:40 mins you were very professional and understanding and actually took your time going through what is still a complicated case. But it was how you handled the whole ordeal and my shaking patience! If all she’ll agents were as well clued up on company procedures and customer care my case would have been solved a lot sooner. She was a god send.,1
"Great service from Cex.
Fast and efficient",1
When somethings on sale you can get stuff for a good price. Good service and will use again.,1
"I love snapfish and make calendars every year with them.
This year the problem was royal mail strikes - so not actually snapfish fault. My calendars did not arrive on time.
Snapfish were really understanding and have reordered/sent the calendars so I hope to get them soon.",1
"This company help everyone achieve goals not only ours but even the shops that we work, I think it’s was a lovely idea",1
Had issue with delivery. Sorted asap. Awesome service,1
plugins are cheaper and the website provides a lot of stuff I never knew existed.,1
"Good quick delivery - phone as described
fantastic value",1
"Very easy process, prepaid postage, money arrived quickly, would use again.",1
I like this platform. Good idea and a wonderful and easy way to start your collaboration with brands.,1
"Delivery was before allotted time due to cancellations apparently, and the guys were so friendly and helpful. One thing though...it would have been nice to have an update on delivery time as we hadn’t prepared. Delivery time was text as between 14:05 and 18:05. Item arrived at 12noon...never mind though, all went well..",1
"Fantastic service. Recently sold an Iphone 12 in excellent condition and on Mazuma receiving the phone, I got exactly what they had said I would. Easy to use service and will use again in the future",1
"i have now broadband never any issues and always a great price, what a lot of people dont realise is tv is completely separate and you have to cancel that the same way you took it out. Always friendly staff and never a wait to get through to speak to someone, highly recommend",1
Great customer service! Very happy with product.,1
"Super quick ordering via the website, good communication throughout and easy collection",1
Very quick and very efficient was easy to find the part I wanted really happy would definitely recommend,1
Easy to use website and if something is not compatible it will notify you so you can make changes.,1
Quick efficient delivery. I received my order within two days with good communication telling me exactly when it would arrive.,1
"First class memory products.
First class service and delivery.
Will use again.",1
"This was the first time I’ve used Mazuna, I found the whole process very quick, I will recommend Mazuma to all family and friends .",1
Amazing experience with the quick mobile fix team. Easy and transaction went through smoothly. Trust worthy,1
Very helpful but problem still not fixed had to book another appointment,1
"So very easy to order via studio app.
Kept upto date with when order is processed to delivery.
Added a new buy now pay later for bigger items to help spread cost which now is a benefit due to cost of living crisis.
Definitely reccomend that app is downloaded and fir anyone to view what's on offer. Great deals.",1
Zahrah was super helpful and lovely to talk to!,1
"Your customer service team are second to none, polite and very helpful and knowledgeable",1
The straighteners were delivered very quickly and packaged well. Received the free brush (bonus). This is a gift though so I haven't used the item yet. It's been on the Christmas wish list for a long time though so I hope I get brownie points!,1
Love my Gtech...when ordering had a few problems but they were sorted out very quickly,1
No hassle money within 5 days of posting,1
Battery for a TD5 Discovery. Great value item and fast delivery.,1
"NEFF Gas burner great and drivers were very pleasant and cheery especially considering there long drive to Edinburgh, thank you Andy and Piggy.",1
"Absolutely beautiful. Its the second time ive ordered with them, and they are amazing!",1
Just used the online service with a chat advisor. Query answered and sorted in minutes. Excellent service.,1
"The app is so easy to order and as soon as you push buy you are informed of progress . Next day it turns up , really good way to shop",1
Brilliant quality great prices and quick delivery!,1
Sent my grandsons iPod for repair. It’s a thing he loves. It looked in repairable to be honest but they repaired it and returned it within a week 🙌🏻,1
Cheapest memory cards around and they are a good brand plus free delivery. Very pleased.,1
Easy use web site easy ordered prompt delivery with good communication,1
"Appliance was delivered within the stated time scale by two extremely helpful, pleasant and professional people. Nothing was too much trouble and we are very pleased with the service.",1
"The whole thing was remarcably easy and smooth the parcel was delivered to a box and I came along and showed my card to the screen and i received my parcel, which were great and well worth the price. But the thing that made it special was not just the shoes but the ease of delivery, I may have to do this again next time.",1
"Great customer service, agent was friendly, upbeat and very efficient, fabulous human contact in a world of robots and automated question and answer systems!",1
"Really pleased with my makita batteries.
Arrived next day when promised,
Good service.👍👍",1
"Yeah I enjoyed finding stuff online that I find hard to find in your high street stores and the delivery was good & within the delivery time, I think the packaging could have been better secured to be honest but I will still be buying more next month, I don’t understand why you deleted my basket I was preparing for next month though? I got to try remember what I was going to order again now but thank you for delivering my recent purchases, I will enjoy them no doubt.",1
Ordered Friday delivered Saturday. Good value for money. Not used much but the battery life on my partners hoover is brilliant.,1
"Great service, prints arrived very quickly and packaged well. Would definitely use again.",1
"Order placed on Saturday, delivered first thing Monday. Good price and really nice guys doing delivery with good communication.",1
"fast delivery, good Quality product 👌",1
"Product as described and fitted perfectly, arrived on time. Used the next day delivery as needed the part quick.",1
great service and prices quick postage too.,1
Great price and service - definitely use again,1
"Great, order was delayed by the strikes however snapfish ordered a replacement as soon as I informed them.",1
Very quick delivery. Good comms,1
"Process was simple and quick. I expected a longer wait for a response, but confirmation of return was given later on the same day. Courier was spot on time for collection",1
"My online purchase from Hughes was easy. The appliance was well priced, delivery times were really favourable over Curry’s, a few days instead of a few weeks. The delivery slot was well communicated and the right product was delivered on time un-damaged. They took my old appliance away, what more can you ask for. Would definitely use them again!",1
"I had called customer service with an issue redeeming a promotional offer for a product I bought (GPU).
My technical support advisor Brian was very friendly and capable. After processing the issue it was resolved the same day within a few hours and I claimed my promotional offer, very impressed!",1
Brilliant service good quality goods well worth the prices,1
Excellent friendly and capable service from both chaps who delivered the two appliances at an earlier time than expected. They arrived and fitted the washing machine and oven efficiently and provided me with good communication/ information about my appliances.,1
"Great customer service, always helpful , sorted any problems I've had immediately,",1
I was really happy with the service and would recommend to my friends and family good job,1
"I thought this offer was too good to be true but it’s real.
I Bought a worx 40v blower with 2x4ah batteries for £99, on Amazon I think these were £269.
Delivered very next day, unbelievable, Thank you very much",1
Very good quality for a good price and quick delivery too.,1
"Staff very knowledgeable about product. Gave good advice on product and currys protection warranty.
Kept being updated on Delivery of purchase which arrived on day and time as stated.",1
Super speedy delivery ordered on Thursday and received package today with sim as well as phone.,1
Delivery was as expected and ordering was easy,1
I tried Plugin Boutique the first time and was not sure whether I can access all products in a bundle easily but actually everything went fine,1
Straight forward to get replacement parts,1
"This company prides itself on customer service gets it all right - the website, communication process around delivery, speed of delivery and accuracy vs estimate, service of the staff when delivering - everything was perfect.",1
Easy to use order form and very prompt delivery,1
"Excellent service. Ordered 8pm , received next day am very impressed. Good quality items . Highly recommend 😊",1
"I've been a customer for 22 years. Ebuyer offer competitive prices, quick delivery and good customer support.",1
Second camera that I am buying from Wex. Very reliable.,1
"Wide range of batteries, good price and rapid delivery.",1
I am giving 5 stars solely on customer service after being tended to by the live chat agent: Sayantani. They made me feel heard and my problems were resolved.,1
"Emails answered promptly by Piotr R, and with helpful content.",1
"I decided to change my All in One desktop and looked at their website, was very pleased at the options available so filled in a sample specification. Then called the company and we went through my requirements, adjusted it to reflect accurately what I needed and have components best suited to my requirements. Order was then placed and the delivery was received, after about a week of getting all the data transferred over I must say I am very pleased with this purchase, everything works well and is much quicker than my old 2017 computer. I chose the 29.5"" screen size.",1
Sold many phones to Mazuma and never been disappointed. They always deliver.,1
"What a difference! I had a 2010 MacBook Pro that had been lying around for ages as it was so slow it was unusable. I upgraded the RAM from 4GB to 8GB and what an improvement it has made. Second time I have used Mr Memory, second time I have received great service. Thoroughly recommended. Thank you.",1
I bought a new laptop and could not install TalkTalk safe browser the gentle man I spoke to was very polite and helpful he talked me through the process being a OAP not really up on technology when its working its fine any problems I call for help he sorted it for me I would score him 11 out of 10.,1
"Ebuyer let me buy my item on PayPal credit which was a massive plus l, also sorted it same day and I received my item next day. To top it off the driver who delivered my parcel was very friendly",1
This is actually my 2nd pc that i have purchased from pc specialist i came back here because there pc`s are made with the freedom to chose the spec i would like. The process is quick and hassle free and the product is always excellent. i would highly recommend pc specialist.,1
"Great to be able to have items delivered to home. Started ordering for Christmas in September/October so I could spread the cost. Nice items, plenty of choice. Delivered quickly and without any hassle. Not cheapest but certainly not dearest either",1
It was a really good service and the men were very helpful,1
My back door became un-openable which was a complete Nuisance and more Importantly a safety risk. I contacted Bark and within 30 minutes I received two phone calls with the offer of a free estimate to fix the problem. I asked the first caller to come and check it out for me. He arrived within 15 minutes of the arranged time and immediately I felt very confident of his ability and friendliness. After checking out the problem he offered to make the repair needed at a very competitive price. Very highly recommended procedure to take. Thank you.,1
"Super happy with service, Craig and Ferenc very friendly and helpful. Definitely order from this company again.",1
"The second hand lens that I ordered came well packaged, delivered in good time and in very good condition.",1
"Very easy to negotiate the web site. I found what I needed straight away, even though my cooker is really quite old. Fast delivery, so, many thanks.",1
"Ordered pack of ten postcards
Good templates ease of use
Good price
Quality brilliant
Can't wait to order more",1
"Excellent service and quality as usual.
Super fast delivery, next day for me!",1
"Outstanding service. Ordered a new dishwasher late on a Friday night, got a message next day to say it would be delivered on Sunday between 6 am and 8 am.

The delivery guys called when half an hour away and also got a text to say it would be delivered at 7:27. Sure enough, the guys arrived, were very nice and helpful, wheeled it into the house to where I asked and they were on their way to the next delivery. Looked at my watch - 7:27, exactly when they said it would be delivered.

Cant ask for better service than effectively next day delivery on the weekend before Christmas.

Not used Marks Electrical before, but will be the first option next time we need an new appliance.",1
"Well after a long wait to be answered (to be expected as it showed the number you were in the line) Amina K answered my questions well and was very patient with me while I decided what I wanted to do, once I’d understood.",1
"Ordered an alpha sync pc, was much higher quality compared to typical pre-builds with actual good quality components used.

Very competitively priced even compared to building a similar myself to avoid the labour costs.

Arrived next day with zero issues.

Would 100% buy another alphasync pre build in the future - especially considering it would’ve only cost me £20 less at the time of purchasing to build the same PC myself - so absolutely worth the money to avoid the stress of building myself.",1
"Always great items, good quality at an affordable price. Fast turnaround of orders and a swift delivery.",1
Very helpful and fast delivery service,1
"Good communication, both phone and email. Delivered on time. All good.",1
"helpful, fast at replying as well considering the time I messaged.",1
"Straightforward purchase: as always.
PC died, found cheap refurb, ordered, delivered, plugged in, off we went, no problems.
Been a customer for years and will continue to be.",1
